,date,year,month,day,countryCode,taxonID,phylum,class,order,family,genus,specificEpithet,species,Substrate,Latitude,Longitude,CoorUncert,Habitat,image_path,class_id,genus_id,family_id
108,2020-09-05,2020.0,9.0,5.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.952372,11.875466,75.0,grassland,2856931359-135976.jpg,824,274,17
109,2017-06-20,2017.0,6.0,20.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,56.008867,12.290347,50.0,deciduous woodland,2238493935-170037.jpg,120,49,17
110,2020-07-03,2020.0,7.0,3.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.642954,11.198619,5.0,garden,2804906319-133082.jpg,1453,513,17
111,2010-08-21,2010.0,8.0,21.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,54.9791,10.65033,5.0,deciduous woodland,2237911144-77165.jpg,619,225,17
112,2019-09-29,2019.0,9.0,29.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.93636,12.287202,5.0,park,2424122055-193910.jpg,1453,513,17
113,2016-07-23,2016.0,7.0,23.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.56233,11.894039,75.0,deciduous woodland,2238469730-166745.jpg,1441,509,17
114,2019-07-06,2019.0,7.0,6.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.793622,10.156653,15.0,coniferous woodland,2273838599-115417.jpg,1551,544,17
115,2017-07-02,2017.0,7.0,2.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.954912,12.289914,10.0,deciduous woodland,2238494501-244058.jpg,127,54,17
116,2012-09-28,2012.0,9.0,28.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.19339,12.00305,10.0,deciduous woodland,2238169829-82891.jpg,127,54,17
117,2018-09-13,2018.0,9.0,13.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.841663,12.568874,50.0,deciduous woodland,2238559183-33388.jpg,120,49,17
118,2020-08-08,2020.0,8.0,8.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.097746,10.540643,25.0,deciduous woodland,2825694356-283528.jpg,1587,563,17
119,2019-08-31,2019.0,8.0,31.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,55.918959,12.335132000000002,50.0,deciduous woodland,2382324929-117382.jpg,1238,437,17
120,2017-08-18,2017.0,8.0,18.0,DK,67753.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,projectellus,Aureoboletus projectellus,soil,54.995706000000006,15.040227,5.0,coniferous woodland,2238502059-97186.jpg,87,26,17
121,2020-11-08,2020.0,11.0,8.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.035302,10.713575,25.0,mixed woodland (coniferous and deciduous trees),2981239325-220071.jpg,824,274,17
122,2017-10-09,2017.0,10.0,9.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,wood and roots of living trees,55.124022,10.464117,15.0,deciduous woodland,2238520941-248330.jpg,107,39,17
123,2017-09-24,2017.0,9.0,24.0,DK,10933.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,gentilis,Aureoboletus gentilis,soil,55.620872,9.853003,25.0,deciduous woodland,2238513649-99135.jpg,86,26,17
124,2020-09-10,2020.0,9.0,10.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,wood and roots of living trees,55.12167,12.03612,65.0,lawn,2860312371-285614.jpg,128,54,17
125,2017-08-27,2017.0,8.0,27.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.50831899999999,11.662886,15.0,deciduous woodland,2238504302-321046.jpg,1453,513,17
126,2017-09-16,2017.0,9.0,16.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.658039,12.529919,15.0,park,2238510383-24632.jpg,1453,513,17
127,2020-10-28,2020.0,10.0,28.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.261659,11.565738,75.0,mixed woodland (coniferous and deciduous trees),2901941443-69837.jpg,163,76,17
128,2020-09-08,2020.0,9.0,8.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,55.090256,10.523576,75.0,mixed woodland (coniferous and deciduous trees),2860297340-210536.jpg,819,274,17
129,2018-10-06,2018.0,10.0,6.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.976667000000006,12.528056,15.0,deciduous woodland,2238575541-259024.jpg,1441,509,17
130,2014-09-21,2014.0,9.0,21.0,DK,60908.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Phylloporus,pelletieri,Phylloporus pelletieri,soil,56.10063,10.2369,5.0,mixed woodland (coniferous and deciduous trees),2238386794-88593.jpg,1157,405,17
131,2018-09-02,2018.0,9.0,2.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.959135,12.289719,25.0,deciduous woodland,2238555841-254981.jpg,105,39,17
132,2019-08-10,2019.0,8.0,10.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.03426999999999,10.589241,75.0,deciduous woodland,2331571402-339526.jpg,1587,563,17
133,2020-10-24,2020.0,10.0,24.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,soil,56.188016000000005,10.641578,5.0,deciduous woodland,2898631418-68913.jpg,823,274,17
134,2013-06-16,2013.0,6.0,16.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.72456999999999,11.3552,5.0,park,2238211276-232811.jpg,1453,513,17
135,2019-09-27,2019.0,9.0,27.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.333392,11.570287,75.0,coniferous woodland,2421822883-45030.jpg,105,39,17
136,2020-07-04,2020.0,7.0,4.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,54.822403,11.956711,15.0,deciduous woodland,2804911334-133149.jpg,1453,513,17
137,2019-06-29,2019.0,6.0,29.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,55.782281000000005,12.592169,15.0,park,2273187996-263356.jpg,1593,39,17
138,2019-06-19,2019.0,6.0,19.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,54.84672,10.776009,75.0,deciduous woodland,2269197224-114896.jpg,107,39,17
139,2010-08-09,2010.0,8.0,9.0,DK,65746.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,queletii,Suillellus queletii,soil,54.99909,10.52954,10.0,deciduous woodland,2237889324-77054.jpg,1454,513,17
140,2019-10-03,2019.0,10.0,3.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.045557,15.087812,25.0,garden,2424123964-120179.jpg,824,274,17
141,2017-10-15,2017.0,10.0,15.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.041315,12.260433,75.0,deciduous woodland,2238533725-176881.jpg,1023,348,17
142,2018-08-28,2018.0,8.0,28.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,55.44854399999999,12.110792,10.0,deciduous woodland,2238552394-106334.jpg,619,225,17
143,2018-09-02,2018.0,9.0,2.0,DK,65785.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,legaliae,Rubroboletus legaliae,soil,55.120659,10.778425,5.0,deciduous woodland,2238555168-32537.jpg,1311,474,17
144,2019-09-01,2019.0,9.0,1.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,56.281533,9.907007,75.0,deciduous woodland,2382325266-265551.jpg,819,274,17
145,2017-07-24,2017.0,7.0,24.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,dead wood,54.966517,12.508679,5.0,deciduous woodland,2238497110-170580.jpg,1551,544,17
146,2011-10-07,2011.0,10.0,7.0,DK,10933.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,gentilis,Aureoboletus gentilis,soil,55.86121,9.9296,25.0,deciduous woodland,2238116603-6171.jpg,86,26,17
147,2020-10-17,2020.0,10.0,17.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,mosses,56.158278,9.61571,23.0,deciduous woodland,2883254498-67006.jpg,1551,544,17
148,2018-08-26,2018.0,8.0,26.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.244399,10.216066,75.0,deciduous woodland,2238552089-106284.jpg,1023,348,17
149,2012-08-09,2012.0,8.0,9.0,DK,67274.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,fuscoroseus,Butyriboletus fuscoroseus,soil,54.686040000000006,11.51917,100.0,deciduous woodland,2238152110-156145.jpg,122,49,17
150,2018-09-15,2018.0,9.0,15.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.731653,8.441533999999999,75.0,mixed woodland (coniferous and deciduous trees),2238561852-331751.jpg,1590,563,17
151,2018-09-27,2018.0,9.0,27.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,55.598153,8.534499,10.0,mixed woodland (coniferous and deciduous trees),2238564601-256818.jpg,1551,544,17
152,2018-09-05,2018.0,9.0,5.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.702290000000005,12.559486,15.0,park,2238554718-32450.jpg,618,225,17
153,2020-10-25,2020.0,10.0,25.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.361946,10.732484,50.0,coniferous woodland,2898623478-68558.jpg,711,248,17
154,2016-07-12,2016.0,7.0,12.0,SE,16118.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,vulpinum,Leccinum vulpinum,soil,58.567522,13.764524,347.0,coniferous woodland,2238467487-315799.jpg,828,274,17
155,2019-08-24,2019.0,8.0,24.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,leaves,55.738219,10.883063,10.0,deciduous woodland,2382323311-265343.jpg,1589,563,17
156,2019-10-27,2019.0,10.0,27.0,PL,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,52.48921800000001,16.989310999999997,5.0,deciduous woodland,2430667753-48634.jpg,105,39,17
157,2010-07-02,2010.0,7.0,2.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,leaves,55.89365,10.08124,75.0,coniferous woodland,2238589611-261792.jpg,1587,563,17
158,2019-08-05,2019.0,8.0,5.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,leaves,56.529722,10.799167,15.0,garden,2382315158-42576.jpg,1589,563,17
159,2018-08-18,2018.0,8.0,18.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.494124,9.706082,25.0,deciduous woodland,2238551687-329642.jpg,120,49,17
160,2019-09-23,2019.0,9.0,23.0,SE,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.25040799999999,13.443432,250.0,deciduous woodland,2425492005-194496.jpg,1590,563,17
161,2019-08-19,2019.0,8.0,19.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,56.96024499999999,10.266995,6.0,hedgerow,2351007156-264935.jpg,105,39,17
162,2020-09-19,2020.0,9.0,19.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,leaves,55.89830799999999,10.037454,5.0,acidic oak woodland,2862690422-360968.jpg,105,39,17
163,2018-08-20,2018.0,8.0,20.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.026785,12.084206,75.0,wetland,2238551373-31886.jpg,824,274,17
164,2013-08-12,2013.0,8.0,12.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,54.72041,11.79751,75.0,park,2238217104-85019.jpg,1592,39,17
165,2017-07-02,2017.0,7.0,2.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,56.023776,12.296907,25.0,deciduous woodland,2465026462-349833.jpg,127,54,17
166,2020-10-05,2020.0,10.0,5.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,"stems of herbs, grass",55.975587,12.52153,8.0,coniferous woodland,2874306335-214447.jpg,163,76,17
167,2017-09-20,2017.0,9.0,20.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,leaves,55.569889,12.563094,25.0,mixed woodland (coniferous and deciduous trees),2238511845-173031.jpg,1587,563,17
168,2017-08-02,2017.0,8.0,2.0,DK,63619.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,melaneum,Leccinum melaneum,soil,55.419208,12.232276,5.0,park,2238499913-22882.jpg,822,274,17
169,2020-10-10,2020.0,10.0,10.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.162654,10.74471,25.0,coniferous woodland,2874312524-140508.jpg,163,76,17
170,2009-08-18,2009.0,8.0,18.0,DK,49189.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,ripariellus,Xerocomellus ripariellus,soil,56.0195,9.89902,5.0,mixed woodland (coniferous and deciduous trees),2238235640-159541.jpg,1591,563,17
171,2011-08-13,2011.0,8.0,13.0,DK,67744.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,xanthopus,Neoboletus xanthopus,soil,56.16498000000001,10.20715,250.0,park,2238227752-308817.jpg,1024,348,17
172,2020-07-19,2020.0,7.0,19.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,56.062606,9.224194,15.0,ditch,2818077302-357976.jpg,1593,39,17
173,2019-08-26,2019.0,8.0,26.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.793029,9.9016,75.0,coniferous woodland,2382324500-191270.jpg,1551,544,17
174,2020-10-11,2020.0,10.0,11.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,wood and roots of living trees,55.758685,9.52018,1.0,deciduous woodland,2874312532-364559.jpg,818,274,17
175,2013-09-01,2013.0,9.0,1.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.50226,9.48909,10.0,deciduous woodland,2238221358-11037.jpg,120,49,17
176,2017-08-13,2017.0,8.0,13.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,55.802535,12.321527,50.0,meadow,2238501705-171316.jpg,1238,437,17
177,2019-10-09,2019.0,10.0,9.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,57.135611,9.644572,25.0,deciduous woodland,2425493296-268754.jpg,1238,437,17
178,2009-11-22,2009.0,11.0,22.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.06063,12.26656,50.0,deciduous woodland,2238457417-315173.jpg,1590,563,17
179,2018-10-17,2018.0,10.0,17.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,57.307922,11.049019,15.0,coniferous woodland,2238572663-35822.jpg,711,248,17
180,2018-08-13,2018.0,8.0,13.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.779807,8.291845,25.0,garden,2238550307-329249.jpg,617,225,17
181,2020-10-24,2020.0,10.0,24.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,54.734806000000006,11.594742,15.0,mixed woodland (coniferous and deciduous trees),2898627434-142575.jpg,1589,563,17
182,2017-10-17,2017.0,10.0,17.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,55.928198,12.320706,10.0,deciduous woodland,2238526796-249282.jpg,1211,427,17
183,2019-08-03,2019.0,8.0,3.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,55.101503,10.496896,50.0,grassland,2303159708-41582.jpg,619,225,17
184,2020-07-27,2020.0,7.0,27.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.81218199999999,9.796235,100.0,mixed woodland (coniferous and deciduous trees),2821588312-358119.jpg,1592,39,17
185,2019-08-21,2019.0,8.0,21.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.984047,12.407126,25.0,park,2351007716-265047.jpg,1453,513,17
186,2018-09-13,2018.0,9.0,13.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,leaves,56.046157,12.3114,75.0,coniferous woodland,2238559841-255898.jpg,1023,348,17
187,2010-07-20,2010.0,7.0,20.0,DK,11088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,pulverulentus,Cyanoboletus pulverulentus,soil,55.88545,10.11703,5.0,lawn,2238591603-39366.jpg,369,122,17
188,2017-09-24,2017.0,9.0,24.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.608511,9.827545,25.0,deciduous woodland,2238515138-25358.jpg,128,54,17
189,2020-07-24,2020.0,7.0,24.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.267809,10.634465,50.0,deciduous woodland,2818075329-134137.jpg,107,39,17
190,2018-08-26,2018.0,8.0,26.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,leaves,55.210222,11.48001,75.0,mixed woodland (coniferous and deciduous trees),2238552443-32103.jpg,1589,563,17
191,2020-09-09,2020.0,9.0,9.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.695253,9.473026,24.0,deciduous woodland,2860294374-136053.jpg,1023,348,17
192,2020-06-05,2020.0,6.0,5.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.136762,10.274293,57.0,coniferous woodland,2632339317-356192.jpg,1023,348,17
193,2020-09-08,2020.0,9.0,8.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,56.63564,9.776716,25.0,lawn,2860300339-136266.jpg,819,274,17
194,2017-08-07,2017.0,8.0,7.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.158971,10.18197,25.0,park,2238501688-23172.jpg,1587,563,17
195,2018-08-28,2018.0,8.0,28.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.80226999999999,9.902454,25.0,deciduous woodland,2238551891-254276.jpg,1453,513,17
196,2019-09-16,2019.0,9.0,16.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.175094,10.14051,50.0,deciduous woodland,2417206398-44185.jpg,1441,509,17
197,2019-08-24,2019.0,8.0,24.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,56.167126,10.206944,5.0,park,2351007391-264990.jpg,1453,513,17
198,2017-10-01,2017.0,10.0,1.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,soil,55.933848,9.217991,10.0,coniferous woodland,2238520719-100184.jpg,823,274,17
199,2011-08-21,2011.0,8.0,21.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.74586,10.02477,50.0,park,2237968880-153357.jpg,618,225,17
200,2020-07-13,2020.0,7.0,13.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.469878,8.443522,50.0,lawn,2816357310-207965.jpg,617,225,17
201,2012-06-13,2012.0,6.0,13.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.81477,9.79665,25.0,mixed woodland (coniferous and deciduous trees),2238146209-81843.jpg,1587,563,17
202,2018-09-01,2018.0,9.0,1.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,54.967859,12.535915,75.0,deciduous woodland,2238555809-106910.jpg,107,39,17
203,2018-09-08,2018.0,9.0,8.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.513542,11.774589,15.0,deciduous woodland,2238557752-330895.jpg,711,248,17
204,2018-11-15,2018.0,11.0,15.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.000233,15.070053,15.0,coniferous woodland,2238578191-259590.jpg,1592,39,17
